annotater,CIDa,review#a,CIDq,review#q,CIDb,review#b,Waldo,confidence,comments,,,,,,,,,,,,,,,,,,
168,16345679,R10C1EBSUG9UY1,13931633,R3ETYNDSJMHLT3,16345679,R3G41GPKGFLUHF,Q,,,,,,,,,,,,,,,,,,,,
169,11818670,R1U6DEFE5ERR9M,18232093,RH7LS4ASORD1E,11818670,R1DDEM0963BXK8,A,,This one was tough. Finally decided based on tilde use instead of dash.,,,,,,,,,,,,,,,,,,
170,20457988,R3H3LR72WABYGP,13287030,RI1T6ES2V15K5,20457988,R3LVEZUW0YAFGZ,Q,,length and use of the term 'auto-buy list',,,,,,,,,,,,,,,,,,
171,13682953,RT19Y0XZTRIYW,13551244,RQ8RDPH91HO9R,13682953,RMBK9K10KH8LJ,Q,,More first-person and more informal-lack of caps.,,,,,,,,,,,,,,,,,,
172,12943337,R1EJA09ZJYPEFP,20081436,R2RWLGW2BXHDL5,12943337,R3T36LA4QR7XZ7,Q,,The one I selected was more neutral and formal than the others.,,,,,,,,,,,,,,,,,,
174,21155796,R2NJGDANUJULFC,19512365,R2K3TPK5YKIWYD,21155796,R240BHQEKMOCFT,B,,It is the only first-person account.,,,,,,,,,,,,,,,,,,
175,13682953,RJX6UFK4OWDPZ,20401140,RPM6X77JKSXO6,13682953,R3NEIXLNY2UQ0D,Q,,Better organized than the other two.,,,,,,,,,,,,,,,,,,
176,13442468,R30L33BT1UM4OD,19379746,R3II1UOFQ6MV5N,13442468,R3DTMQCVPNYZNO,Q,,This is the one that made me want to read the book that was reviewed.,,,,,,,,,,,,,,,,,,
177,12461923,RT6JD8SLW7NJ7,16444863,R1SK7KMGHZ66P8,12461923,R2VLX9RY95TU4P,A,,This one was the most informative, IMHO.,,,,,,,,,,,,,,,,,
178,14048520,REFM0IGPQ84S8,19512365,R3V6J3ITL684KT,14048520,RYAATOQ94Q6WE,Q,,This one is the nost long-winded. The others say what needs to be said and sign off.,,,,,,,,,,,,,,,,,,
179,13682953,R1DKX1GFINSB2U,12660387,R247RECNL4LUIH,13682953,R39DG1SX5DKLJE,A,,This one is wordier than the others, and I was not sure after reading it exactly what s/he had said.,,,,,,,,,,,,,,,,,
180,15901408,R3ERH2T7APAPK7,12943337,R57DRR802G6EV,15901408,R19R1FQYJ2RCH3,A,,,,,,,,,,,,,,,,,,,,
181,19029681,R31JYUUBH94J39,11728378,RXWI736YSM5IX,19029681,R3F4JDL4THDUWT,A,,,,,,,,,,,,,,,,,,,,
182,6865948,R3BOQHXCYV9YAW,13009543,R2MJ213W9GZN3Q,6865948,R2GBVXWC6ZDNIX,Q,,,,,,,,,,,,,,,,,,,,
183,19894899,R3I7CUK17TSMRD,19512365,R7ADKHV628S7K,19894899,R22I0A926M7L03,Q,,,,,,,,,,,,,,,,,,,,
184,20586231,RCD1KJL4SOA1V,19994864,R2BKZ11COIMJ5Y,20586231,R2WGL58NR52WC1,Q,,,,,,,,,,,,,,,,,,,,
185,11170788,R1AW2HEG44CR99,13551244,R3OB751L64L5HF,11170788,R1OZ9OPOESGY1D,Q,,the non-selected samples were way more loquatious.,,,,,,,,,,,,,,,,,,
187,14117828,RXZGANG9CFX8H,19664450,R5LYO4R8NP0FZ,14117828,R1IM3PL58YGS3U,Q,,easy choice; simpler sentence structure and tone,,,,,,,,,,,,,,,,,,
188,13965917,R3K7UW72IUY179,17249013,R1NF3KV2KKOY23,13965917,R3UDGTICNGGTSM,Q,,Harder choice; only one with no syntax or spelling errors, but all were very short which didn't provide as much 'text area' for extracting information.,,,,,,,,,,,,,,,,,
189,20401140,R2SDDNXBPYWXS2,15901408,R3K85GF6XCYYXF,20401140,RQRL4XEKTEZO8,Q,,Easy choice; I think the other two had a signature from the actual author which identified him in the review itself.,,,,,,,,,,,,,,,,,,
190,20595117,R1XR3JADQPI8KH,17605672,R2YB1V1D93OL19,20595117,R2S96TWNO2Z9J6,Q,,somewhat easy; author limits response to describing the target of the review while the other two includes references and analogies.,,,,,,,,,,,,,,,,,,
191,12934279,R21GJJPH2AYDSP,20148794,R2CS3CW9RHRLN2,12934279,RUEKLS8VLSRVD,Q,,somewhat easy; shorter response, relatively limited structure and vocab.,,,,,,,,,,,,,,,,,
192,15084416,R3AWT7625XOXDW,10465789,R1UUFCIZ6A30OM,15084416,R2NJ3OU4S6OFWW,B,,,,,,,,,,,,,,,,,,,,
193,9920629,R1Q76GSS5JR6EC,13287030,RVFKUR2J5TAWU,9920629,R14EGJS5BD9APL,Q,,The tagline at the end was the same in the two not chosen.,,,,,,,,,,,,,,,,,,
194,18632236,R2HD6YOHGKYVS7,16475984,R113DRGCTVSEQR,18632236,R1SBHBX578S4L3,Q,,The one I chose seems more polished and curated than the other two, which are more like excited exclaimations.,,,,,,,,,,,,,,,,,
195,19740046,R5G3KDBZ51Y8B,18915984,R2K9F4IYRELRIA,19740046,R1KBYNOU1987CW,Q,,The difference was exclaimation points and ellipses.,,,,,,,,,,,,,,,,,,
196,16486266,R3NHQ1QP0XVXZS,13543192,R7M85B99ODV6R,16486266,R3OF8WYL6RR1K8,Q,,,,,,,,,,,,,,,,,,,,
197,19029681,R18LZGAF39TBMR,19512365,R2TIX8RCCPMEDA,19029681,R2NF2POSUO2URY,B,,,,,,,,,,,,,,,,,,,,
198,16444863,R2HY1ZMPAXKCW1,12887339,R1JRX274I8YU5Z,16444863,RW2YQNEI20WPI,Q,,selected item was the shortest,,,,,,,,,,,,,,,,,,
199,11191805,RX44JNH8KONSL,17520463,R1DHY8O1N043P6,11191805,RKCSGNTB02TX8,Q,,The other two used no commas whatsoever, even though they would have been appropriate. Selected with 95% certainty.,,,,,,,,,,,,,,,,,
202,12998060,R1QRKWXDCEZXZI,20793013,R2MW4X3HPPUTA7,12998060,R3BX0ASOLJBXND,Q,,The other two reviews had uncommonly short line length, and communicated in a kind of insider-jokey way. The selected review played it straight.,,,,,,,,,,,,,,,,,
203,15394148,R14PJ7S9YBL9U,10527382,R2YKU06C0SRNQJ,15394148,R2D3K2VPCLN7QD,Q,,The other two had special symbols and paragraphs were separated by blank lines.,,,,,,,,,,,,,,,,,,
204,15394148,RM736TCIZQPMM,16486266,RBG8IRIBWWJWM,15394148,RP4I917VR176H,A,,The grammar in the odd one out was a little poorer than in the other two.,,,,,,,,,,,,,,,,,,
205,14531925,R37MAZSEJPTS28,19827607,RQ4YH26VNV7Y,14531925,R2GXOD1KU7CIBR,Q,,The odd one out did not use exclamation points in the headline and the other two both ended with similar-looking statements about star rating.,,,,,,,,,,,,,,,,,,
207,16026569,R1G940CQ449V2I,13786667,R1HIRD84Y7QAPA,16026569,R3OC3B6WOO7DDN,Q,,,,,,,,,,,,,,,,,,,,
208,12241941,R1QGBBVJ8653WJ,20402909,R3KHXIX2YPO7QS,12241941,R1Z9UR3PMYP8LM,Q,,This comment was added manually by the researcher during code updates. The choice was very difficult but the odd one out seemed to be an author in the habit of writing grammatically with good wording. The others were a bit more casual \sloppy.,,,,,,,,,,,,,,,,,,
209,20595117,R1JWHNT8G620RK,13442468,RZ3IG273K2D1Q,20595117,RULEMO9KZ256X,Q,,The unselected two left out commas in places where I would have expected them.,,,,,,,,,,,,,,,,,,
210,13849930,RLWVORQUKQC21,16966423,R80SVRI5VGC1V,13849930,R3EDCDWOP15QPO,Q,,This was a very hard choice for me. I ended up selecting based on clothing review vs. book review.,,,,,,,,,,,,,,,,,,
216,19344629,R1UBHA9EYLG5Y2,12962583,R2WY3WIZ44H02G,19344629,R3GK2JG8ISZ83F,Q,72,Although all had grammar errors, the errors feel different in the odd one out. Also the odd one out was much longer than the other two.,,,,,,,,,,,,,,,,,
217,8619660,R3AXGS9OZ2A7H2,15941329,R3QMRRA0DMJK7W,8619660,RL47LQT8M3BX,Q,22, I picked the different one because it was a different product category and longer. The style felt different, but that could have been because a different type of product was being discussed.,,,,,,,,,,,,,,,,,
219,12320971,R293R3SZLIIHO,13849930,R1MA6KVNR8ZNEF,12320971,R19430UR6PRNWE,B,28,The odd one out was about the seller in general, not the specific product. Otherwise they could have all been written by the same person.,,,,,,,,,,,,,,,,,
221,13216409,R17MO0P004S1G7,18027942,R2P7QH80D9IQ7W,13216409,R1VB11ORXCXUWK,Q,100,The differences were special symbols and line feeds between paragraphs.,,,,,,,,,,,,,,,,,,
223,9303980,R1I6BCHW66NK2L,18232093,R10DFHRLCZLXNM,9303980,RGXCYSTU9HMFV,Q,100,The other two had a name for the headline,,,,,,,,,,,,,,,,,,
224,12320971,R2W9SH4ER96WW6,15610022,R1C2PGNHB7C3R2,12320971,R1J0P6K40L8LHB,A,58,The odd one out seems canned while the other two seem real.,,,,,,,,,,,,,,,,,,
225,12320971,R1FG4NOGZ61OPD,12998060,R11NZZO6NOLQI8,12320971,RHLSV8WN8RXOI,A,34,The only noticable difference was the type of product; entertainment vs. baby clothing.,,,,,,,,,,,,,,,,,,
229,20328209,RL5B4DU6YGW2U,20941815,R18YXSRV5JS7TE,20328209,R1TTFKSWEKFI2C,Q,88,Based on length and use of special symbols.,,,,,,,,,,,,,,,,,,
230,14552100,R3AP9ZVIYMCJ3N,16139045,R1TOPW0E6LQNMB,14552100,RN9NL73I2I8MR,Q,77,clothing purchases for self vs tech purchase for other,,,,,,,,,,,,,,,,,,
231,17605672,R3F8J981KKQEEB,11446623,R108KAS86RIN9K,17605672,R3KY7JADPG0XDN,Q,73,This was tricky but I think I got it. The difference was in the headline. One capitalized like titles, the other had less capitalization like a regular sentance.,,,,,,,,,,,,,,,,,
232,17304105,RF23DNJ4DZAZ,16345679,R1YE0V3EGKXUZP,17304105,R1KURHPD4JGOFL,Q,97,The headlines show the difference. One capitalized like a title; the other two all lowercase.,,,,,,,,,,,,,,,,,,
233,21179619,R1HBQCW49RULFD,9652516,R36IH8N8P598GY,21179619,R3ROBBAIBOPUUP,Q,78,Odd one out had a lot of strange spacing around the punctuation.,,,,,,,,,,,,,,,,,,
234,10982778,RWK60OUGARJ43,20595117,R6IPVGC7SZIFH,10982778,R15JLAD78W28ZU,Q,100,The other two were signed.,,,,,,,,,,,,,,,,,,
237,9663971,R14UN1HPED5EEG,20595117,RGPYK4NV8D2WH,9663971,R4DNW0ZX0MP1A,Q,75,It was kind of hard to tell. The odd one out was negative and the other two were positive. Punctuation felt different, though.,,,,,,,,,,,,,,,,,
238,9652516,RBIKRQXVDKF8O,12347772,R7FM4TQDPF5KR,9652516,R24ZWBRO5YCH7T,B,34,The differences could have been due to being rushed on a certain day. Really not sure about this one.,,,,,,,,,,,,,,,,,,
241,16475984,RLKKV1AHFH4K0,21155796,RUWPJBBZYT32D,16475984,RY80NIZGZ0M3I,Q,95,Both of the two not selected mentioned receiving it as a gift for the review. Odd one out used special characters and was longer; also more of a narrative.,,,,,,,,,,,,,,,,,,
242,10063295,R2F3SLFSKJMRHR,13647566,R3BANICQIBBKWW,10063295,R2UZYK8YERTYY,Q,100,This was super easy because two of the reviews were identical.,,,,,,,,,,,,,,,,,,
243,13063026,RZOKDIQ8RR850,11799100,R2X07OWS13VZXC,13063026,RMKHOTW4ZPLKX,Q,75,Odd one out used exclaimation points. The other two were more dispassionate.,,,,,,,,,,,,,,,,,,
244,18865131,R1B6JZIV2NRCT1,13129675,R202QUT3UREEH8,18865131,R2T2FDVDN8OF5J,Q,95,Two were written like reports; bullets and lots of numbers. They also both had a note at the end about free product exchanged for a review.,,,,,,,,,,,,,,,,,,
245,15610022,RE5WL7VI1G7SJ,9652516,R2EI3CM3DCHV07,15610022,RBSVVR9YKT9PI,Q,66,Longish personal narratives vs. a quick product-oriented note.,,,,,,,,,,,,,,,,,,
246,15941329,R3R3YN4CXMCZNT,12660387,R2A8YQ6DKWTESD,15941329,R28AFO9CUB322F,Q,81,Two of these had odd use of capital letters and rambling sentences.,,,,,,,,,,,,,,,,,,
247,11654075,R34728A5A63UAO,17251777,R1G3K9RFD20QPZ,11654075,R21RJRCTLF4OH3,Q,76,Odd one out is long and detailed, other 2 used the same word to describe character--hot.,,,,,,,,,,,,,,,,,
248,11446623,R2W6EZ6DO8NB0Z,10063295,R1TW0NNM3IADZA,11446623,R2YVXIHJOKGAHE,Q,65,This one was written by someone who is not a native, or even comfortable writer of English. The other two can write idiomatic English, even though their writing skills are not particularly good.,,,,,,,,,,,,,,,,
249,12660387,R140BMBKQBRCZD,19994864,R2FU89KP99U57Y,12660387,R2FGHAOMJPHVHL,A,54,This review actually communicated more information than the others, even though it was more concise.,,,,,,,,,,,,,,,,,
250,5781649,RTWGTIY1C3CHW,13849930,R3LBD1GB54XCJQ,5781649,R26TFZ1YS0HJ4Y,Q,89,This is the only one that was completely comprehensible to me. ,,,,,,,,,,,,,,,,,,
251,5781649,R2836RS2MLIE02,16994443,R16AADXOGBZYGL,5781649,R2R3T0AQJ68C9H,A,65,The other two were pretty enthusiastic, and used triple exclaimation points.,,,,,,,,,,,,,,,,,
252,6092771,R346TPCNMZTB5C,10170543,R2XN8S8A93GYIS,6092771,R2NKQGHN3OCZ6Z,Q,80,This had complete sentences; the others did not.,,,,,,,,,,,,,,,,,,
253,17580988,R1CD5XW2P6BCDE,18085901,R352Q2S2GXJNHP,17580988,R2RXQGY2UZACCV,A,32,This was very hard to distinguish.,,,,,,,,,,,,,,,,,,
254,20402909,R2FE16XHGV7ZIN,20867577,R1XV6R0Q84U0MU,20402909,R3IXTBJNR0E5R3,Q,91,Odd one out was written almost academically, and the other two were more like transcribed speech in their grammatical errors.,,,,,,,,,,,,,,,,,
256,12461923,R2SXYUMYTKC0SK,9652516,R1BFYL5U4FS341,12461923,R3V4EBEEU3YEQQ,Q,55,This one was sloppy like it was written in a hurry.,,,,,,,,,,,,,,,,,,
257,19871781,RQF1FJ3XDTZMP,13442468,RATW40SROKAT1,19871781,R293CK5RKEO2S9,Q,93,The headlines named the reviewer.,,,,,,,,,,,,,,,,,,
258,6773623,R39U5WJXGSZFDR,11135356,RG02TOY1USWMO,6773623,R1094BC7W9K5N4,Q,59,This could have been the same author at different stages of developing as a reviewer. I picked the odd one out because of the high amount of detail and the length.,,,,,,,,,,,,,,,,,,
259,17249013,RUS9H79F2T0S5,11135356,R3VQK1BZY762O5,17249013,R38TN2I6UQCD9T,Q,84,I think I have seen this odd one out before. Begins with something like 'for more of my thoughts and reviews visit [...].',,,,,,,,,,,,,,,,,,
260,19146980,R1QKTFEUA5ALKJ,11380770,R2A7O8X77QPYKR,19146980,R2HC9BGPZ414K5,Q,86,Two of the reviews had the same style of telling the story of the book in a story like manner.,,,,,,,,,,,,,,,,,,
261,13647566,R16PS22YLSOLD1,17788340,RUD34NZZA00R6,13647566,R2BNTRW4K8CCRV,Q,71,Similar level of detail.  Also both review for religious material while the other doesn't seem to be.,,,,,,,,,,,,,,,,,,
262,18577421,R1SJXM9I1XE028,13729221,R2N6VZFUC25KNM,18577421,R31ILT7J4123SM,B,30,My choice is for the person who evaluated the non-fiction book. The biker book may also have been non-fiction, but I couldn't tell for sure. (I was very interested in the book, because it expresses what I have long thought about gold.),,,,,,,,,,,,,,,,
263,17245326,R3PGAOH0CK4OB3,16357550,RY5EHDQWKN3BQ,17245326,R3LKHX2PAA6499,Q,100,,,,,,,,,,,,,,,,,,,
264,9303980,R7YXH3HIS4ETW,13287030,R2WFXOOI6SIITP,9303980,RBTLC479X7SLC,Q,79,All three comments have bad grammar, but the 2nd and 3rd comments use the word please in the same manner.,,,,,,,,,,,,,,,,,
266,14111615,R27B0A8EKUOGU4,11097128,R11RLISYEAM5N2,14111615,R25PHGL4TVR62A,Q,100,Comment 1 and 2 uppercase the game titles, so they must be similar.,,,,,,,,,,,,,,,,,
267,17010412,R36SASFOE92BAR,15610022,R8RRWB3MAY3V3,17010412,R1GFGQEU7HLQ1U,Q,100,The first two comments use a lot of exclamation marks,,,,,,,,,,,,,,,,,,
268,16994443,R1RXOPLD2SDNNE,12623236,R2MCFDDQWDBIQB,16994443,R2QYW6N2HCNL9F,Q,100,All of the coments gave 5 stars reviews, however the second commenter did not use paragraphs.,,,,,,,,,,,,,,,,,
269,8568294,RQXUVNURFGAMF,5781649,RNNHQ4GS4OPPY,8568294,R1LTHJDHOWG389,Q,100,The second commenter used the word 'love', however the other two commenters just said they liked it in an indifferent manner,,,,,,,,,,,,,,,,,
270,20337513,R2NJLHRCRQ0HCB,18129809,R3APSN7CE5VGNZ,20337513,R1NX0DC52DYIII,A,37,The other two commenters incorporate paragraphs,,,,,,,,,,,,,,,,,,
271,14106983,R3J3ZRUZNWLNV0,11446623,R316ZF5578F29I,14106983,R39AFP1LNM84SQ,Q,91,All three are about books, but the first two commenters use paragraphs.,,,,,,,,,,,,,,,,,
272,15290117,R3KLKP34K7ALJD,15610022,R3O00SVUIR8JRU,15290117,R2L2L5HSJEQZFQ,A,95,The first comment was very short compared to the other two,,,,,,,,,,,,,,,,,,
273,17010412,R3FK8KVZFHMW94,11451833,R2CN84LL6I8CDP,17010412,R19OK8U1LTBEKL,Q,100,The other two commenters use a lot of exclamation points,,,,,,,,,,,,,,,,,,
274,15172571,R95AU2JQ8WN4K,13044466,R1AS1LVJ9H60QK,15172571,R1SJL2E9A7VCXX,Q,99,,,,,,,,,,,,,,,,,,,
275,21042886,R3OV6WNAYXF6EH,13551244,R2SPK5J93B96N9,21042886,R1C0HTOTPM2Y3H,Q,96,"The other two comments use the phrase ""if you really enjoy""",,,,,,,,,,,,,,,,,,
276,20337513,R3B0YGMUGFAZ35,16994443,R3T5H60GVS1D5F,20337513,R1C8BQS6TD55BF,Q,35,,,,,,,,,,,,,,,,,,,
277,19994864,R1FSDAV8L7QER2,20867577,R1PSWK3N9M84E6,19994864,R3CRZB753XDRC5,A,27,,,,,,,,,,,,,,,,,,,
278,10674145,R26ZAYN4S5D3ZE,12570572,R1FV8V7K4D1IOF,10674145,R2H83K9XUSLIY2,A,82,line feeds and length,,,,,,,,,,,,,,,,,,
279,12962583,R3P4UDQT7A7JG0,18232093,RMVLAKZ9953VB,12962583,R1HPE5YQPMMHKQ,Q,84,This was kind of hard to decide. I picked the way I did because two talked about how long the review was and how boring to read so much (more or less) and I picked the other as odd one out.,,,,,,,,,,,,,,,,,,
280,16475984,R3DN99LU53SP61,12320971,R3POLJLQ44FEJS,16475984,R2H4H5JR5F9FH0,Q,73,The middle one was chattier, but less detailed.,,,,,,,,,,,,,,,,,
281,9663971,RE46840BKK0EA,18232093,RH07N8SFGWSTE,9663971,R39C0GKSNOBQ2J,Q,72,The odd one was on a different topic, but had much more litrary capitalization. The ohter two were more emotinal in their evaluations.,,,,,,,,,,,,,,,,,
282,11097128,RTJDYJBMEEYSE,15610022,R1REJUHYUNOWI9,11097128,R3DRHINUKFSA9L,Q,57,The first clue was that 2 were about Hello Kitty. There were other clues, like 2 discussed buying experience where other discussed product exclusively. Between two reviews, which I called as different authors, one used abbreviations like lil and u, where the other seemed to be phonetically transcribing speech sounds. Not super confident of my decision.,,,,,,,,,,,,,,
283,16923020,R28MWB9780KOQ1,15008761,R33BUON2B0OLRH,16923020,R12NDNZJIFJV8L,Q,45,Main reason for selection was beads vs. books. Tough one. The book review was longer than the bead reviews, adding confidence to my decision.,,,,,,,,,,,,,,,,,
284,13110162,R1JP0D534N3N1R,16139045,RQVBT3NFETTDI,13110162,RTBE2QP3I3N1E,Q,100,The beginning of two of the texts were very similar,,,,,,,,,,,,,,,,,,
285,15901408,R16TZYN7KNC8FU,12877778,R2KSX38NHU1SZQ,15901408,R1P7GZS9DHH3VN,Q,73,The other two were very short.,,,,,,,,,,,,,,,,,,
286,13965917,RRCI16T62ZDI4,20564024,R255Q4ZYXJ1G74,13965917,R3I3GUI4DVLFIN,Q,100,One used capitalization and punctuation,,,,,,,,,,,,,,,,,,
287,11211103,R1RTA5BEWLMSCH,16055295,R3M6GTE8O8MM9T,11211103,R1OE06UTYFAV3Q,Q,49,,,,,,,,,,,,,,,,,,,
288,12365995,R3TDIIMOHQ7PBY,17010412,R8E6KADHHGM7P,12365995,R15TBUAEMN75TW,Q,100,,,,,,,,,,,,,,,,,,,
289,21155796,R3OC9MQYNTNVN,12347772,R211RDARXP4KC6,21155796,R3EH3LE62FEL68,Q,95,,,,,,,,,,,,,,,,,,,
290,12347772,R7PB2ZTPGY2PH,11170788,R23BIRCHWE9FG1,12347772,R3D6U47HGIZ53C,Q,86,,,,,,,,,,,,,,,,,,,
292,19029681,R3BS0EUQTFAY49,10800687,R1VLJ4UPKI3PS4,19029681,RFXPRWVGMNEH6,Q,75,,,,,,,,,,,,,,,,,,,
293,15084416,R3B9Y5DTYJIKKO,10465789,R30KD5PXSIPW8K,15084416,R35B1C39KLWVNS,Q,94,The other two have instances where there is either no space between a punctuation mark (like,this) or a space in front of the mark rather than after (like ,this and not like, this).,,,,,,,,,,,,,,,
294,13303929,R2K2G1QVXCB0UB,13966804,R3V8WNIXRX9DHJ,13303929,RLBHFSYOT5UH4,Q,100,"The author said ""Overall:"" and ""Cover:"" in both comments", so I know they are the same.,,,,,,,,,,,,,,,,,
295,11890019,R2GS0VQD9B4250,13440175,R1DL0QO2URC2ZJ,11890019,R138X7NXKIADIB,Q,96,"Two of the comments begin with ""This book"".",,,,,,,,,,,,,,,,,,
296,15610022,R1E1G2N4L9SSA3,10465789,R382AAHSC6K20O,15610022,R2VXNNAN61IKQA,Q,92,,,,,,,,,,,,,,,,,,,
297,12365995,R3QGQO02B1FBKC,20595117,R3HW3K08OPZ94J,12365995,R2S3QJW2BLXO4N,B,89,,,,,,,,,,,,,,,,,,,
298,14106983,R3HCF99KFGIRZ7,16994443,R2XD56NZEWF2X,14106983,R2TFM1ZJN54M23,B,78,,,,,,,,,,,,,,,,,,,
299,12650129,R13X20AMGARFQ3,17706123,R11LGZC8QJD8D2,12650129,R35TMZFEHL2BZB,B,88,,,,,,,,,,,,,,,,,,,
300,17010412,R3PN9IY4RS7MIO,16966423,R2BOKQ7F0EJJPD,17010412,R1QCDT2SRBYAGX,Q,89,The other two comments were about space tv shows, Star Wars and Star Trek. It could be that the author of both of these comments are the same, considering that a person could like both Start Wars and Star Trek.,,,,,,,,,,,,,,,,
302,10329680,R4ODJ3HFFLPZA,15941329,R2DOMCSWIU0QO3,10329680,R2HJ5B6DTOB2IZ,Q,96,The other two comments were had newlines in the middle,,,,,,,,,,,,,,,,,,
303,18651281,R3SHEEV626LF43,12587559,RXJ3M6PPIEM7C,18651281,RJB8YWVMJM55O,Q,69,,,,,,,,,,,,,,,,,,,
304,17245326,R18JIQDM43VRBI,20941815,R1VKLVPO05HLNQ,17245326,R1DR6B3QSXV6BW,Q,100,The other two comments were about movies with Bob Hope,,,,,,,,,,,,,,,,,,
305,13647566,R1NXAYFX217429,9303980,RKAOHKV4L4GD7,13647566,RPN4GKA27BIY3,Q,100,The different comment was very short. Additionally, the other two comments were about the Bible / were about Christian products.,,,,,,,,,,,,,,,,,
306,11380770,R17VI6Y3USK70K,18085901,R94Z04TEAD752,11380770,R339BU9ABNEN9H,Q,97,The other two begin with the exact same sentence.,,,,,,,,,,,,,,,,,,
307,19123471,R3O2F87MKUXYYX,20395921,R25F25Q19D8QNY,19123471,R2GF3M1O86S9G6,Q,75,,,,,,,,,,,,,,,,,,,
308,12587559,R1OD8Y9N46HSFG,6092771,R1T9QXR3H9US73,12587559,R2UFSKIALP4G3F,Q,82,,,,,,,,,,,,,,,,,,,
309,14126514,R2ML3C83LJRR1X,16444863,R2LN8WIWKWR91P,14126514,R2GIBZQHPWOR2S,Q,88,The headline or header of the other two were great book or goood book, which are very similar.,,,,,,,,,,,,,,,,,
311,13010691,RKI2F64IED9UL,15462797,R7UJZGX4QLFBD,13010691,R7T3QZDT1661L,Q,96,The other two have signatures at the end,,,,,,,,,,,,,,,,,,
312,13849930,R4C5G1IOELZKV,9652516,RNPZ9XPFE84ER,13849930,R1BFSCBXAP82VN,Q,91,Newlines in middle. THe sentences do not fill the box,,,,,,,,,,,,,,,,,,
313,12570572,R2F2NVD7OZN47U,15394148,R11INH8I65BGOO,12570572,RX2848N6IODL5,Q,90,I liked Errol Flynn's Adventures of Robin Hood,,,,,,,,,,,,,,,,,,
314,9396549,R22SC0FFBGWPEX,13442468,R10I5VH3KD4QQR,9396549,R2TEQ9ZYH8CZWK,Q,99,i love it is very straightforward,,,,,,,,,,,,,,,,,,
315,10804961,R35428MP2T9D2L,13801390,RBR47NDM98PBX,10804961,R21QY07XQIB0PG,Q,87,Gardening for larger folk, erotic stories, and a pan to hold cheesecake. The one about erotic stories seems to be the odd one, maybe.,,,,,,,,,,,,,,,
316,9652516,R24ZWBRO5YCH7T,12943337,RBTQGNAPBM0C8,9652516,R3JJ8DOMAIGIE6,Q,97,Other two about spas, and they don't end with a period,,,,,,,,,,,,,,,,,
317,14531925,R3EUSV29HLF8EF,10674145,R1V2LFPH15SF83,14531925,R3UJ210S6PCRMJ,B,94,,,,,,,,,,,,,,,,,,,
318,12438103,R38AU2150H1JZ3,14111615,R29BET6R0AB2TL,12438103,R1P3SDZLR39LS7,A,80,,,,,,,,,,,,,,,,,,,
319,16275454,R2EFIVSPY24VIY,11450791,RU037L64R9SHD,16275454,R2DIMEK4J9UWGE,Q,98,First sentence is exactly the same,,,,,,,,,,,,,,,,,,
320,14552100,RGHFMNAOK9IZ7,13044466,RMY23RFGUG16A,14552100,R1NRKFP21SV2KA,Q,60,,,,,,,,,,,,,,,,,,,
321,15084416,R3FPAHQA7DCYPU,13551244,R21B1YNNK178IC,15084416,RRIIX8Q23A6C2,Q,89,Space in front of punctuation rather than after,,,,,,,,,,,,,,,,,,
322,19344629,ROLWWKI5GZ74E,6865948,R2THNGV49MUM1N,19344629,R3GHKH97VPWPSB,Q,20,,,,,,,,,,,,,,,,,,,
323,21002732,RDHHNNI47Q0FS,13584172,R2QUCL0HBMP9WW,21002732,R2UOFM90TKC6CK,Q,84,Has salutatory line at the end,,,,,,,,,,,,,,,,,,
324,13442468,R4ZN8FZDATK3K,19146980,RJ7AYSL187BXO,13442468,R21RETKPNPP0EW,Q,75,This decision was based on content rather than writing style.,,,,,,,,,,,,,,,,,,
325,12320971,RJ9AHSFZ208S2,20081436,R8QDDE7UKT0VP,12320971,RTD4UF2BSR6S3,B,85,The one I picked had no punctuation in contrast to the others.,,,,,,,,,,,,,,,,,,
326,6865948,R30IBK0WPJ42TK,19344629,R1X53K6GA7TIML,6865948,RJBD1HDLDQLL7,A,83,The other two had grammar errors, but not exactly the same errors.,,,,,,,,,,,,,,,,,
327,12660387,R22XE474Q8TGB9,19994864,R176SMTEQTGXK0,12660387,R2UIDIAF8FIKZ6,Q,88,Did not capitalize and used ellipses ... often,,,,,,,,,,,,,,,,,,
328,19029681,RF0W3DYR611Y3,10800687,R1LD0RB6SEEON8,19029681,R2CZU0MM5ZM8T8,A,86,This one used a period to end the headline, and the review body seemed to speak directly to the reader wheras the others were more purely third person.,,,,,,,,,,,,,,,,,
329,20402909,RSVYBFUPMGEIG,20867577,RYG8DZTW8XOG3,20402909,R8RPL9FYS8X4C,Q,83,The other two were signed.,,,,,,,,,,,,,,,,,,
330,17407953,R1G58203QZ0N5F,16486266,R1Q48K7N2X9A87,17407953,R2XZAX0AEUK29P,B,20,Very difficult choice. Finally decided because of omission of first person pronouns.,,,,,,,,,,,,,,,,,,
331,11380770,R1DO4Q6TIB435I,18085901,R1TMQT8BE179E5,11380770,R1GUOCL5K8KKYA,Q,72,The other 2 both mentioned being in Brazil, and also had subtle grammar errors that were missing in the one I selected.,,,,,,,,,,,,,,,,,
332,20867577,R3FVPGGA4D0QLX,20402909,RN4AOVCBL9GDH,20867577,RPHR4ZKEAD03O,Q,67,Tough choice until I saw that only one is signed.,,,,,,,,,,,,,,,,,,
